text,spam,processed_text
"save your money by getting an oem software ! need in software for your pc ? just visit our site , we might have what you need . . . best regards , chrissy",1,save money getting oem software need software pc visit site might need best regards chrissy
"[ ilug ] assistance from : col . michael bundu . democratic republic of congo . tel no : your country intl . access code + 8821652098236 email : mikebundu @ rediffmail . com dear sir / madam seeking your immediate assistance . please permit me to make your acquaintance in so informal a manner . this is necessitated by my urgent need to reach a dependable and trust worthy foreign partner . this request may seem strange and unsolicited but i crave your indulgence and pray that you view it seriously . my name is col . michael bundu of the democratic republic of congo and one of the close aides to the former president of the democratic republic of congo laurent kabila of blessed memory , may his soul rest in peace . due to the military campaign of laurent kabila to force out the rebels in my country , i and some of my colleagues were instructed by late president kabila to go abroad to purchase arms and ammunition worth of twenty million , five hundred thousand united states dollars only ( us $ 20 , 500 , 000 . 00 ) to fight the rebel group . we were then given this money privately by the then president , laurent kabila , without the knowledge of other cabinet members . but when president kabila was killed in a bloody shoot - out by one of his bodyguards a day before we were schedule to travel out of congo , we immediately decided to put the funds into a private security company here in congo for safe keeping . the security of the said amount is presently being threatened here following the arrest and seizure of properties of col . rasheidi karesava ( one of the aides to laurent kabila ) a tribesman , and some other military personnel from our same tribe , by the new president of the democratic republic of congo , the son of late president laurent kabila , joseph kabila . in view of this , we need a reliable and trustworthy foreign partner who can assist us to move this money out of my country as the beneficiary . we have sufficient ' ' contacts ' ' here to move the fund under diplomatic cover to a security company in europe in your name . this is to ensure that the diplomatic baggage is marked ' ' confidential ' ' and it will not pass through normal custom / airport screening and clearance . our inability to move this money out of congo all this while stems from our lack of trust of our supposed good friends ( western countries ) who suddenly became hostile to those of us who worked with the late president kabila , immediately after his son took office . though we have neither seen nor met each other , the information we gathered from an associate who has worked in your country has encouraged and convinced us that with your sincere assistance , this transaction will be properly handled with modesty and honesty to a huge success within two weeks . the said money is a state fund and therefore requires a total confidentiality . we would please need you to stand on our behalf as the beneficiary of this fund in europe . this is because we are under restricted movement and watch and hence we want to be very careful in order not to lose this fund which we have worked so hard for . thus , if you are willing to assist us to move this fund out of congo , you can contact me through my email addresses , tel / fax nos . above with your telephone , fax number and personal information to enable us discuss the modalities and what will be your share ( percentage ) for assisting us . please note that there are no risks involved in this deal as everyone ' s security is guaranteed if we follow the required guidelines . i will hence furnish you with further details of this deal as soon as i am assured of your sincere interest to assist us . i must use this opportunity and medium to implore you to exercise the utmost indulgence to keep this matter extraordinarily confidential , whatever your decision , while i await your prompt response . thank you and god bless . best regards col . michael bundu ( rtd ) . m _ bundu @ rediffmail . com n \ b . when you are calling my line , you dial your country intl . access code , then you dial directly , do not include my country code i . e . ( 243 ) . just dial your country intl . access code + 88216 52098236 . you can also contact me through the above email addresses . - - irish linux users ' group : ilug @ linux . ie http : / / www . linux . ie / mailman / listinfo / ilug for ( un ) subscription information . list maintainer : listmaster @ linux . ie",1,ilug assistance col michael bundu democratic republic congo tel country intl access code email mikebundu rediffmail com dear sir madam seeking immediate assistance please permit make acquaintance informal manner necessitated urgent need reach dependable trust worthy foreign partner request may seem strange unsolicited crave indulgence pray view seriously name col michael bundu democratic republic congo one close aides former president democratic republic congo laurent kabila blessed memory may soul rest peace due military campaign laurent kabila force rebels country colleagues instructed late president kabila go abroad purchase arms ammunition worth twenty million five hundred thousand united states dollars us fight rebel group given money privately president laurent kabila without knowledge cabinet members president kabila killed bloody shoot one bodyguards day schedule travel congo immediately decided put funds private security company congo safe keeping security said amount presently threatened following arrest seizure properties col rasheidi karesava one aides laurent kabila tribesman military personnel tribe new president democratic republic congo son late president laurent kabila joseph kabila view need reliable trustworthy foreign partner assist us move money country beneficiary sufficient contacts move fund diplomatic cover security company europe name ensure diplomatic baggage marked confidential pass normal custom airport screening clearance inability move money congo stems lack trust supposed good friends western countries suddenly became hostile us worked late president kabila immediately son took office though neither seen met information gathered associate worked country encouraged convinced us sincere assistance transaction properly handled modesty honesty huge success within two weeks said money state fund therefore requires total confidentiality would please need stand behalf beneficiary fund europe restricted movement watch hence want careful order lose fund worked hard thus willing assist us move fund congo contact email addresses tel fax nos telephone fax number personal information enable us discuss modalities share percentage assisting us please note risks involved deal everyone security guaranteed follow required guidelines hence furnish details deal soon assured sincere interest assist us must use opportunity medium implore exercise utmost indulgence keep matter extraordinarily confidential whatever decision await prompt response thank god bless best regards col michael bundu rtd bundu rediffmail com n b calling line dial country intl access code dial directly include country code e dial country intl access code also contact email addresses irish linux users group ilug linux ie http www linux ie mailman listinfo ilug un subscription information list maintainer listmaster linux ie
"re : maureen raymond - castaneda extension norma fyi vince - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 11 / 22 / 2000 09 : 57 am - - - - - - - - - - - - - - - - - - - - - - - - - - - from : robert knight on 03 / 08 / 2000 04 : 09 pm to : maureen raymond / hou / ect @ ect cc : vince j kaminski / hou / ect @ ect subject : re : maureen raymond - castaneda extension maureen , i apologize that your phone was disconnected in error . at this time your phone is working and your voice mail box needs to be set up . i would like to add however , i do not appreciate your disrespect and unreasonable demands placed on my employees . they were not the cause of this problem and can only relay your information to the appropriate group . enron has values of respect , integrity , communication and excellence . i would appreciate you taking the time to review them . robert knight director voice communications stella l ely 03 / 08 / 2000 11 : 08 am to : move - team / epsc / hou / ect @ ect , telephone mods / corp / enron @ enron , dolores sustaita / epsc / hou / ect @ ect , robert knight / hou / ect @ ect cc : subject : maureen raymond - castaneda extension please reinstate maureen ' s extension immediately , if possible . it was disconnected this past weekend when we had it taken off of the phone at eb 3073 f . her extension was on two phones at two different locations and should not have been disconnected at eb 1939 . her extension no . is 30396 . sorry for the confusion . please let me know timing asap . thank you . stella ely",0,maureen raymond castaneda extension norma fyi vince forwarded vince j kaminski hou ect robert knight pm maureen raymond hou ect ect cc vince j kaminski hou ect ect subject maureen raymond castaneda extension maureen apologize phone disconnected error time phone working voice mail box needs set would like add however appreciate disrespect unreasonable demands placed employees cause problem relay information appropriate group enron values respect integrity communication excellence would appreciate taking time review robert knight director voice communications stella l ely move team epsc hou ect ect telephone mods corp enron enron dolores sustaita epsc hou ect ect robert knight hou ect ect cc subject maureen raymond castaneda extension please reinstate maureen extension immediately possible disconnected past weekend taken phone eb f extension two phones two different locations disconnected eb extension sorry confusion please let know timing asap thank stella ely
"massage from bernard from : bernard louis mcarthy esq . , trend services ltd . direct private phone : + 44 7040115431 dear , compliments , and do please accept my highest regards and esteem . this proposal might come to you as a surprise due to the urgent need of a reliable foreigner , i therefore deem it necessary to contact you . i am bernard louis mcarthy , a solicitor at law and the personal attorney to late mr . martin chey a thai nationale residing in johannesburg south africa , hereinafter shall be refered to as my client . on the 22 nd of dec . 2004 , my client , his wife and all their three children travelled to thailand for the christmas holiday . unfortunately , my client mr . chey and all his family died in the most terrible and highly horrible indian ocean ' s tidal wave disaster ( asian tsunami ) of the dec . 26 th 2004 . ever since this tragic and traumatic events , i have made frantic efforts to establish contacts with his relatives , but could not succeed . due to the fact that considering the nature of my clients business dealings , he never presented any name on documentation as his possible next of kin . i am therefore with all sense of humility decided to make contact with you in order to assist in claiming and retrieving the money left behind by my client before the credit house know of his demise and probably get the funds confiscated or even decleared it unserviceable by the finance and credit institution where these funds were deposited . i solicit your urgent assistance and co - operation as a foreigner for easy passage of the funds to your designated bank account . mr . chey was a successful businessman and was involved in cash transactions due to the nature of his business . he was engaged in buying of raw gold and diamond from his suppliers in the mineral - rich equatorial belt of central and southern african countries , after which he sends the consignments to bangkok in thailand for processing and onward shipments to dubia and saudi arabia . the amount of money kept in the custody of the finance and credit house is $ 45 million dollars only . since i have been unable to locate his relatives after all my frantic efforts , i am therefore compelled by this circumstances to seek your consent to present you sir , with my position as his legal advicer as his next of kin or business associate of the deceased so as to enable you receive and collect the above funds . all other further informations to that effect at my disposal will be made available to you upon your consent and the acceptance of the project . the funds when retrieved and successfully secured will be shared thus : myself , the attorney 40 % , yourself the presented next of kin 30 % , while 20 % will go to charity and possibly the tsunami victims through you , in line with my clients belief and support for charity as a great philantropist during his life time , the balance of 10 % will be for contingency expenses to be incured during the process by both parties . i assure you the fullest and absolute co - operation and a hitch free operation in this regards . i equally guarranttee you total protection against any breach of the law in line with my legal profession . you are very free to ask qestions you deem necessary for further clarifications , and please endeavour to always keep secret all informations concering this transaction . your most urgent response will be highly appreciated through my email : ( bernardmcarthy @ myway . com ) in order to avoid my making further contacts . regards , bernard louis mcarthy , esq .",1,massage bernard bernard louis mcarthy esq trend services ltd direct private phone dear compliments please accept highest regards esteem proposal might come surprise due urgent need reliable foreigner therefore deem necessary contact bernard louis mcarthy solicitor law personal attorney late mr martin chey thai nationale residing johannesburg south africa hereinafter shall refered client nd dec client wife three children travelled thailand christmas holiday unfortunately client mr chey family died terrible highly horrible indian ocean tidal wave disaster asian tsunami dec th ever since tragic traumatic events made frantic efforts establish contacts relatives could succeed due fact considering nature clients business dealings never presented name documentation possible next kin therefore sense humility decided make contact order assist claiming retrieving money left behind client credit house know demise probably get funds confiscated even decleared unserviceable finance credit institution funds deposited solicit urgent assistance co operation foreigner easy passage funds designated bank account mr chey successful businessman involved cash transactions due nature business engaged buying raw gold diamond suppliers mineral rich equatorial belt central southern african countries sends consignments bangkok thailand processing onward shipments dubia saudi arabia amount money kept custody finance credit house million dollars since unable locate relatives frantic efforts therefore compelled circumstances seek consent present sir position legal advicer next kin business associate deceased enable receive collect funds informations effect disposal made available upon consent acceptance project funds retrieved successfully secured shared thus attorney presented next kin go charity possibly tsunami victims line clients belief support charity great philantropist life time balance contingency expenses incured process parties assure fullest absolute co operation hitch free operation regards equally guarranttee total protection breach law line legal profession free ask qestions deem necessary clarifications please endeavour always keep secret informations concering transaction urgent response highly appreciated email bernardmcarthy myway com order avoid making contacts regards bernard louis mcarthy esq
"localized software , all languages available . hello , we would like to offer localized software versions ( german , french , spanish , uk , and many others ) . aii iisted software is available for immediate downioad ! no need to wait 2 - 3 week for cd deiivery ! just few exampies : - norton lnternet security pro 2005 - $ 29 . 95 - windows xp professionai with sp 2 fuil version - $ 59 . 95 - corei draw graphics suite 12 - $ 49 . 95 - dreamweaver mx 2004 ( homesite 5 . 5 inciudinq ) - $ 39 . 95 - macromedia studio mx 2004 - $ 119 . 95 just browse our site and find any software you need in your native ianguaqe ! best reqards , kayieen",1,localized software languages available hello would like offer localized software versions german french spanish uk many others aii iisted software available immediate downioad need wait week cd deiivery exampies norton lnternet security pro windows xp professionai sp fuil version corei draw graphics suite dreamweaver mx homesite inciudinq macromedia studio mx browse site find software need native ianguaqe best reqards kayieen
"will this stox rock ? we told you to watch ! ! ! it ' s still not too late ! trading alert ! ! ! timing is everything ! ! ! profits of 200 - 400 % expected trading symbol : cdgt . ob opening price : 3 . 15 yes , it is moving , wednesday could be even bigger ! ! ! 10 day target : $ 7 - $ 8 news alert ! * * * * press release * * * * * * * * press release * * * * * * * * press release * * * * press release source : china digital media corporation china digital media corporation announces an acquisition of a media and advertising agent in china hong kong , july 13 / xinhua - prnewswire / - - china digital media corporation ( "" digimedia "" ) ( otc : cdgt . ob ; otc bulletin board : cdgt . ob ) with its subsidiaries ( together the "" group "" ) announced today that the group signed a shares transfer agreement ( the "" agreement "" ) to acquire an advertising sales agent , guangdong m - rider media company limited ( "" guangdong m - rider "" ) , a limited company registered in guangdong in the peoples republic of china . the principal operating activities of guangdong m - rider are in design , production and distribution of advertisements through television channels . guangdong m - rider is one of the top five reputed advertising agents in the guangdong province and is currently a sole advertising distributor for a number of television channels in guangdong province and in guangzhou city . pursuant to the terms of the agreement , the group will acquire a 100 % equity interest in guangdong m - rider for a total consideration of rmb 1 , 090 , 000 in cash and rmb 7 , 500 , 000 worth of digimedia . s restricted common shares . the management of guangdong m - rider in the agreement warrants that the net operating cash inflow in the first year will not be less than rmb 10 , 000 , 000 . cdgt . ob is expecting to make an acquisition , once this announcement comes out the street should give applause in the form of upward movement in the stock price . the stock could trade around $ 6 - $ 8 per share on this type of news . get in now ! ! ! you know the old saying , buy on the rumor and sell on the news . once the news is out it is time to get ready for next valley . a $ 1 , 000 dollar investment could yield a $ 5 , 000 dollar profit in just one trade if you trade out at the top . cdgt . ob should be one of the most profitable stocks to trade this year . in this range the stock has potential to move in either direction in bigs wings . this means you should be able to buy at the lows and sell at the highs for months to come . you could make $ $ $ thousands of dollars $ $ $ trading . cdgt . ob over and over again . cdgt . ob is also on the reg sho threshold list , this means someone is short the stock . any significant volume spike in chms could yield drastic results . if the people that are short have to cover , they will be buying the shares from you at higher prices . this makes this stock a triple play for profits . for pennies you can participate in a stock that could yield results over and over again just based on the trading patterns if the company is able to effectuate it ' s business model . watch out ! ! ! we could see a great story in the making . good luck and trade out at the top ! ! ! ! disclaimer : information within this email contains "" forwardlooking statements "" within the meaning of section 27 aof the securities act of 1933 and section 21 b of the securities exchange act of 1934 . any statements that express or involve discussions with respect to predictions , expectations , beliefs , plans , projections , objectives , goals , assumptions or future events or performance are not statements of historical fact and may be "" forward looking statements "" . "" forward looking statements "" are based on expectations , estimates and projections at the time the statements are made that involve a number of risks and uncertainties which could cause actual results or events to differ materially from those presently anticipated . forward looking statements in this action may be identified through the use of words such as "" projects "" , "" foresee "" , "" expects "" , "" will "" , "" anticipates "" , "" estimates "" , "" believes "" , "" understands "" or that by statements indicating certain actions "" may "" , "" could "" , or "" might "" occur . risk factors include general economic and business conditions , the ability to acquire and develop specific projects , the ability to fund operations and changes in consumer and business consumption habits and other factors overwhich the company has little or no control . the publisher of this newsletter does not represent that the information contained in this message states all material facts or does not omit a material fact necessary to make the statements therein not misleading . all information provided within this email pertaining to investing , stocks , securities must be understood as information provided and not investment advice . the publisher of this newsletter advises all readers and subscribers to seek advice from a registered professional securities representative before deciding to trade in stocks featured within this email . none of the material within this report shall be construed as any kind of investment advice or solicitation . many of these companies are on the verge of bankruptcy . you can lose all your money by investing in this stock . we urge you to read the company ' s sec filings now , before you invest . the publisher of this newsletter is not a registered invstment advisor . subscribers should not view information herein as legal , tax , accounting or investment advice . in compliance with the securitiesact of 1933 , section 17 ( b ) , the publisher of this newsletter is contracted to receive six hundred thousand free trading shares from a third party , not an officer , director or affiliate shareholder for the circulation of this report . be aware of an inherent conflict of interest resulting from such compensation due to the fact that this is a paid advertisement and is not without bias . the party that paid us has a position in the stock they will sell at anytime without notice . this could have a negative impact on the price of the stock , causing you to lose money . all factual information in this report was gathered from public sources , including but not limited to sec filings , company websites and company press releases . the publisher of this newsletter believes this information to be reliable but can make no guarantee as to its accuracy or completeness . use of the material within this email constitutes your acceptance of these terms .",1,stox rock told watch still late trading alert timing everything profits expected trading symbol cdgt ob opening price yes moving wednesday could even bigger day target news alert press release press release press release press release source china digital media corporation china digital media corporation announces acquisition media advertising agent china hong kong july xinhua prnewswire china digital media corporation digimedia otc cdgt ob otc bulletin board cdgt ob subsidiaries together group announced today group signed shares transfer agreement agreement acquire advertising sales agent guangdong rider media company limited guangdong rider limited company registered guangdong peoples republic china principal operating activities guangdong rider design production distribution advertisements television channels guangdong rider one top five reputed advertising agents guangdong province currently sole advertising distributor number television channels guangdong province guangzhou city pursuant terms agreement group acquire equity interest guangdong rider total consideration rmb cash rmb worth digimedia restricted common shares management guangdong rider agreement warrants net operating cash inflow first year less rmb cdgt ob expecting make acquisition announcement comes street give applause form upward movement stock price stock could trade around per share type news get know old saying buy rumor sell news news time get ready next valley dollar investment could yield dollar profit one trade trade top cdgt ob one profitable stocks trade year range stock potential move either direction bigs wings means able buy lows sell highs months come could make thousands dollars trading cdgt ob cdgt ob also reg sho threshold list means someone short stock significant volume spike chms could yield drastic results people short cover buying shares higher prices makes stock triple play profits pennies participate stock could yield results based trading patterns company able effectuate business model watch could see great story making good luck trade top disclaimer information within email contains forwardlooking statements within meaning section aof securities act section b securities exchange act statements express involve discussions respect predictions expectations beliefs plans projections objectives goals assumptions future events performance statements historical fact may forward looking statements forward looking statements based expectations estimates projections time statements made involve number risks uncertainties could cause actual results events differ materially presently anticipated forward looking statements action may identified use words projects foresee expects anticipates estimates believes understands statements indicating certain actions may could might occur risk factors include general economic business conditions ability acquire develop specific projects ability fund operations changes consumer business consumption habits factors overwhich company little control publisher newsletter represent information contained message states material facts omit material fact necessary make statements therein misleading information provided within email pertaining investing stocks securities must understood information provided investment advice publisher newsletter advises readers subscribers seek advice registered professional securities representative deciding trade stocks featured within email none material within report shall construed kind investment advice solicitation many companies verge bankruptcy lose money investing stock urge read company sec filings invest publisher newsletter registered invstment advisor subscribers view information herein legal tax accounting investment advice compliance securitiesact section b publisher newsletter contracted receive six hundred thousand free trading shares third party officer director affiliate shareholder circulation report aware inherent conflict interest resulting compensation due fact paid advertisement without bias party paid us position stock sell anytime without notice could negative impact price stock causing lose money factual information report gathered public sources including limited sec filings company websites company press releases publisher newsletter believes information reliable make guarantee accuracy completeness use material within email constitutes acceptance terms
"all graphics software available , cheap oem versions . good morning , we we offer latest oem packages of all graphics and publishing software from corei , macromedia , adobe and others . $ 80 adobe photoshop 8 . 0 / cs $ 140 macromedia studio mx 2004 $ 120 adobe acrobat 7 . 0 professionai $ 150 adobe premiere pro 1 . 5 $ 90 corei designer 10 $ 90 quickbooks 2004 professional edition $ 75 adobe paqemaker 7 . 0 $ 70 xara x vl . 1 $ 75 adobe audition 1 . 5 $ 90 discreet 3 d studio max 7 $ 115 adobe golive cs $ 135 adobe after effects 6 . 5 standard $ 45 adobe premiere elements $ 125 corei painter lx $ 80 adobe iiiustrator cs $ 80 adobe lndesign cs $ 240 adobe creative suite $ 140 adobe framemaker 7 . 1 $ 50 uiead cooi 3 d production studio 1 . 0 . 1 $ 90 alias motion builder 6 professionai $ 30 quicken 2004 premier home & biz $ 30 adobe photoshop eiements 3 . 0 $ 110 adobe premiere pro 7 . 0 learn more . . . sincerely , luther",1,graphics software available cheap oem versions good morning offer latest oem packages graphics publishing software corei macromedia adobe others adobe photoshop cs macromedia studio mx adobe acrobat professionai adobe premiere pro corei designer quickbooks professional edition adobe paqemaker xara x vl adobe audition discreet studio max adobe golive cs adobe effects standard adobe premiere elements corei painter lx adobe iiiustrator cs adobe lndesign cs adobe creative suite adobe framemaker uiead cooi production studio alias motion builder professionai quicken premier home biz adobe photoshop eiements adobe premiere pro learn sincerely luther
"delivery status notification - these recipients of your message have been processed by the mail server : maubev @ aliceposta . it ; failed ; 5 . 7 . 1 ( delivery not authorized , message refused ) maxdaffy @ aliceposta . it ; failed ; 5 . 7 . 1 ( delivery not authorized , message refused )",1,delivery status notification recipients message processed mail server maubev aliceposta failed delivery authorized message refused maxdaffy aliceposta failed delivery authorized message refused
"corp and muni bonds here ' s what i found . pls let me know if i can help you with anything . i checked on the bonds that we spoke with you about earlier . the call date was in august so i just passed on it . these look pretty good . thanks , julie - kaminsky 2 . doc",0,corp muni bonds found pls let know help anything checked bonds spoke earlier call date august passed look pretty good thanks julie kaminsky doc
"[ ilug ] bank error in your favor substantial monthly income makers voucher income transfer systems / distribution center pending income amount : up to $ 21 , 000 . 00 good news ! you have made the substancial income makers list . this means you get the entire system and get the opportunity to make up to $ 21 , 000 . 00 a month . to receive this system , follow this link ! get ready , you will immediately receive all the information needed to make a substantial monthly income . what are you waiting for ! ! http : / / www . hotresponders . com / cgi - bin / varpro / vartrack . cgi ? t = wendy 7172 : 1 you are receiving this email due to having requested info on internet businesses . if you are not longer looking for one , please click the remove link below . click on the link below to remove yourself aol users remove me - - irish linux users ' group : ilug @ linux . ie http : / / www . linux . ie / mailman / listinfo / ilug for ( un ) subscription information . list maintainer : listmaster @ linux . ie",1,ilug bank error favor substantial monthly income makers voucher income transfer systems distribution center pending income amount good news made substancial income makers list means get entire system get opportunity make month receive system follow link get ready immediately receive information needed make substantial monthly income waiting http www hotresponders com cgi bin varpro vartrack cgi wendy receiving email due requested info internet businesses longer looking one please click remove link click link remove aol users remove irish linux users group ilug linux ie http www linux ie mailman listinfo ilug un subscription information list maintainer listmaster linux ie
"re : managing energy price risk - 2 nd edition janette , thanks . vince kaminski enron corp . 1400 smith street , room 1962 houston , tx 77251 - 1188 phone : ( 713 ) 853 3848 fax : ( 713 ) 646 2599 e - mail : vkamins @ enron . com vince "" janette jagernauth "" on 01 / 06 / 2000 05 : 49 : 27 am please respond to "" janette jagernauth "" to : vince j kaminski / hou / ect @ ect cc : subject : managing energy price risk - 2 nd edition dear mr kaminski , i do hope that you had a pleasant christmas and new year , like ourselves at risk . i am currently producing the author cards which you discussed with my manager , paula soutinho , and would like to know where you would like them delivered to . i have ordered a quantity of 200 which i hope is to your satisfaction . if you have any queries please do not hesitate in contacting either myself or paula , kind regards janette jagernauth marketing assistant - risk books - attl . htm",0,managing energy price risk nd edition janette thanks vince kaminski enron corp smith street room houston tx phone fax e mail vkamins enron com vince janette jagernauth please respond janette jagernauth vince j kaminski hou ect ect cc subject managing energy price risk nd edition dear mr kaminski hope pleasant christmas new year like risk currently producing author cards discussed manager paula soutinho would like know would like delivered ordered quantity hope satisfaction queries please hesitate contacting either paula kind regards janette jagernauth marketing assistant risk books attl htm
"re : resco database and customer capture steve , it makes sense to meet with abacus . retail marketing is very data intensive . if you set up a meeting with them , please , let me know . vince steven r meyers @ ees 04 / 11 / 2000 08 : 17 am to : timothy edward vail / hou / ees @ ees cc : vince j kaminski / hou / ect @ ect subject : resco database and customer capture tim , i hope things are going well in resco . i think somebody from resco ( or research ) may be interested in the email i received below from brad davids . brad is now working at abacus who works with residential customer patterns as well as predictive modelling . he ' s going to be here the 25 and 26 of this month . i ' m not sure who is responsible for resco marketing , but i think they would find this interesting . who should i send this to ? please let me know if anybody in resco may have any interest . thanks , steve ps : vince , simply an fyi since they do focus on modelling and research . - - - - - - - - - - - - - - - - - - - - - - forwarded by steven r meyers / hou / ees on 04 / 11 / 2000 08 : 14 am - - - - - - - - - - - - - - - - - - - - - - - - - - - bradley davids on 04 / 10 / 2000 08 : 35 : 32 pm to : "" ' steven . r . meyers @ enron . com ' "" cc : subject : re : possible meeting ? steve : i ' ll see if i can get in on the 25 th . . . will let you know , but i think it ' ll work . just to give you a very brief overview so you can think about who might be interested , abacus has the largest transactional database of consumer buying behavior in the world ( 89 million us households , 3 billion + purchases ) , along with sophisticated modeling capabilities to help predict customer response to various offers at the household level . given the critical need to reduce customer acquisition costs in retail energy markets , we believe that our data and modeling can help energy retailers target their direct marketing efforts toward the residential customers most likely to respond to whatever the offer is - - improving the efficiency of mailings and other promotional campaigns ( so there is an efficiency angle , see ! ) because our data allow the modeling of future buying behavior based on actual purchases , our results tend to be significantly more predictive than demographic - based models . so far , the the response from utilities and "" new entrants "" i ' ve been talking to so far has been quite positive , and we have some tests of our data underway , but we ' re interested in talking to as many players in the market as possible as we develop specific products to meet utility needs . i can provide more background if desired to whoever might be interested , but i guess the key immediate question is whether it might be worthwhile to arrange a short meeting sometime on the 25 th of april with whoever at enron might have interest in hearing what we ' re up to , and ( most importantly ) listening to what your data needs might be as you enter new markets . thanks very much for any help . . . i look forward to catching up and hearing how things are going for you . regards , brad davids 303 - 410 - 5531 - - - - - original message - - - - - from : steven . r . meyers @ enron . com [ mailto : steven . r . meyers @ enron . com ] sent : monday , april 10 , 2000 12 : 13 pm to : brad . davids @ abacus - direct . com subject : re : possible meeting ? it ' d be great to meet on the 25 th in the afternoon . i have a flight in the evening . i ' m interested in hearing about life at abacus . i too have heard that enron is getting back into the residential market . what type of database do you have ? i might be able to find somebody for you to talk with here . - steve bradley davids on 04 / 10 / 2000 12 : 04 : 00 pm to : "" steve meyers ( e - mail ) "" cc : subject : possible meeting ? steve : sorry we ' ve been unable to hook up . . . i can probably get down there on the 25 th , if you ' re going to be in town that afternoon ? would love to catch up - - both on how things are going with ees and tell you about my new life . also , i ' m hearing rumors that enron is about to get back into the residential market in a big way - - you know anything about that ? anybody i should talk to there about my huge database of consumer buying behavior ? thanks - - looking forward to connecting . . . i ' ll be travelling most of this week , but you can leave a vm and let me know when i can call you , or try me on the cell at 303 - 886 - 3458 . best , brad davids bradley j . davids associate vice president , utilities abacus direct , a division of doubleclick , inc . 11101 west 120 th avenue broomfield , co 80021 usa e - mail brad . davids @ abacus - direct . com tel 303 . 410 . 5531 fax 303 . 410 . 5300 www . doubleclick . net www . abacus - direct . com ( see attached file : c . dtf )",0,resco database customer capture steve makes sense meet abacus retail marketing data intensive set meeting please let know vince steven r meyers ees timothy edward vail hou ees ees cc vince j kaminski hou ect ect subject resco database customer capture tim hope things going well resco think somebody resco research may interested email received brad davids brad working abacus works residential customer patterns well predictive modelling going month sure responsible resco marketing think would find interesting send please let know anybody resco may interest thanks steve ps vince simply fyi since focus modelling research forwarded steven r meyers hou ees bradley davids pm steven r meyers enron com cc subject possible meeting steve see get th let know think work give brief overview think might interested abacus largest transactional database consumer buying behavior world million us households billion purchases along sophisticated modeling capabilities help predict customer response various offers household level given critical need reduce customer acquisition costs retail energy markets believe data modeling help energy retailers target direct marketing efforts toward residential customers likely respond whatever offer improving efficiency mailings promotional campaigns efficiency angle see data allow modeling future buying behavior based actual purchases results tend significantly predictive demographic based models far response utilities new entrants talking far quite positive tests data underway interested talking many players market possible develop specific products meet utility needs provide background desired whoever might interested guess key immediate question whether might worthwhile arrange short meeting sometime th april whoever enron might interest hearing importantly listening data needs might enter new markets thanks much help look forward catching hearing things going regards brad davids original message steven r meyers enron com mailto steven r meyers enron com sent monday april pm brad davids abacus direct com subject possible meeting great meet th afternoon flight evening interested hearing life abacus heard enron getting back residential market type database might able find somebody talk steve bradley davids pm steve meyers e mail cc subject possible meeting steve sorry unable hook probably get th going town afternoon would love catch things going ees tell new life also hearing rumors enron get back residential market big way know anything anybody talk huge database consumer buying behavior thanks looking forward connecting travelling week leave vm let know call try cell best brad davids bradley j davids associate vice president utilities abacus direct division doubleclick inc west th avenue broomfield co usa e mail brad davids abacus direct com tel fax www doubleclick net www abacus direct com see attached file c dtf
"there is a genuine log home in your future . . . there is a genuine log home in your future ! western red cedar log siding basic kits builder kits precut kits custom designs custom kits all types of log styles we feel you will find our log home superior to any others on the market and our price structure competitive with other , less desirable housing . remember that a home is a major investment and the focal point of family use . you deserve the best home possible for the amount of money you spend . click on the link below for a catalog on genuine log homes & accessories . www . genuineloghome . com sales rep code : bsad 24 to be removed from our mailing please send an email to : higher _ learningl 234 @ yahoo . com",1,genuine log home future genuine log home future western red cedar log siding basic kits builder kits precut kits custom designs custom kits types log styles feel find log home superior others market price structure competitive less desirable housing remember home major investment focal point family use deserve best home possible amount money spend click link catalog genuine log homes accessories www genuineloghome com sales rep code bsad removed mailing please send email higher learningl yahoo com
"are you ready to get it ? hello ! viagra is the # 1 med to struggle with mens ' erectile dysfunction . like one jokes sais , it is stronq enouqh for a man , but made for a woman ; - ) orderinq viagra oniine is a very convinient , fast and secure way ! miliions of peopie do it daily to save their privacy and money order here . . .",1,ready get hello viagra med struggle mens erectile dysfunction like one jokes sais stronq enouqh man made woman orderinq viagra oniine convinient fast secure way miliions peopie daily save privacy money order
"enron credit modeling when we laast spoke , we agreed that you would look to support some of our development efforts from houston . if possible , i would like to have a quick conference call this week to figure out where we are and move forward . thanks",0,enron credit modeling laast spoke agreed would look support development efforts houston possible would like quick conference call week figure move forward thanks
